DISTRICT,RTE,RTE_SFX,CNTY,PM_PFX,PM,PM_SFX,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,,
03,016,,YOL,,19.427,,INDIAN BINGO ROAD,500,5500,4000,940,9700,8000,,"3,460"
03,016,,YOL,,25.148,,CAPAY CANAL BRIDGE,940,9700,8000,940,9700,8000,,"3,460"
03,016,,YOL,,27.546,,"ESPARTO, ORLEANS STREET",940,9500,7000,940,9500,7000,,"3,460"
03,016,,YOL,,27.960,,GRAFTON STREET,1000,10300,7500,1000,10300,7700,,"3,460"
03,016,,YOL,,28.266,,COUNTY ROAD 21 A,1000,10300,8100,1300,12900,10700,,"3,460"
03,016,,YOL,,31.032,,"MADISON, COUNTY ROAD 89",1300,12900,10700,1300,13500,11200,,"3,460"
03,016,,YOL,,32.226,,JCT. RTE. 505,1300,12900,11200,650,7800,6600,,"8,000"
03,016,,YOL,,36.710,,COUNTY ROAD 94 B,770,9200,7800,770,9200,7800,,"8,000"
03,016,,YOL,,39.558,,COUNTY ROAD 97,8500,10100,8600,1100,11400,9700,,"8,000"
03,016,,YOL,R,40.570,,WEST MAIN STREET,1000,11400,9700,650,7500,6600,,"9,250"
03,016,,YOL,R,41.303,,WEST WOODLAND AVENUE,650,7500,6600,550,7100,6100,,"9,250"
03,016,,YOL,R,41.567,,KENTUCKY AVENUE/ COUNTY ROAD 20,550,7100,6100,400,4700,4000,,"9,250"
03,016,,YOL,R,43.420,,"JCT. RTES. 5/50, YOLO/SACRAMENTO CO LINE",400,4700,4000,0,0,0,,"9,250"
03,016,,SAC,T,1.658,,"JCT. RTES. 5/50, YOLO/SACRAMENTO CO LINE",0,0,0,4800,55000,49500,,"17,620"
03,016,,SAC,,4.166,,"SACRAMENTO, WATT AVENUE",750,8500,7700,1200,13800,12800,,"17,800"
03,016,,SAC,,6.220,,BRADSHAW ROAD,1200,13800,12800,1050,11700,11300,,"17,800"
03,016,,SAC,,8.342,,EXCELSIOR ROAD,1050,11700,11300,920,10600,10000,,"17,800"
03,016,,SAC,R,11.474,,"SACRAMENTO, SUNRISE BOULEVARD",920,10600,10000,1150,13800,13200,,"20,560"
03,016,,SAC,,12.540,,GRANT LINE ROAD,1150,13800,13200,1450,15900,14200,,"20,920"
03,016,,SAC,R,15.999,,DILLIARD ROAD,1450,15900,14200,1450,16000,14700,,"22,000"
03,016,,SAC,R,16.805,,LATROBE ROAD,1500,16500,14800,1500,17000,14800,,"22,000"
03,016,,SAC,,19.473,,MURIETTA PARKWAY,1200,13300,12900,850,10000,9600,,"24,000"
03,016,,SAC,R,22.848,,IONE ROAD,690,7600,7000,600,6800,6100,,"25,000"
03,016,,SAC,R,23.955,,SACRAMENTO/AMADOR COUNTY LINE,600,6800,6100,0,0,0,,"26,800"
10,016,,AMA,R,0,,SACRAMENTO/AMADOR COUNTY LINE,0,0,0,600,6800,6100,,"27,100"
10,016,,AMA,,9.093,,JCT. RTE. 124 SOUTH,740,9600,8800,860,11100,10800,,"28,100"
10,016,,AMA,,9.373,,"CENTRAL HOUSE, JCT. RTE. 49",810,10500,10200,0,0,0,,"28,100"
05,017,,SCR,,0,,"SANTA CRUZ, JCT. RTE. 1",0,0,0,6800,90000,79200,,100
05,017,,SCR,,0.737,,PASATIEMPO,8100,98000,93900,7600,95000,89400,,100
05,017,,SCR,,2.180,,SIMS ROAD,7600,95000,89400,8200,94000,87400,,100
05,017,,SCR,,3.442,,SCOTT VALLEY ROAD,8200,94000,87400,6300,72000,64800,,100
05,017,,SCR,,5.453,,GRANITE CREEK ROAD,6300,72000,64900,5200,57000,54900,,100
05,017,,SCR,,12.553,,SANTA CRUZ/SANTA CLARA COUNTY LINE,5500,61000,54600,0,0,0,,100
04,017,,SCL,,0,,SANTA CRUZ/SANTA CLARA COUNTY LINE,0,0,0,6100,66200,60100,,"3,900"
04,017,,SCL,,0.108,,JCT. RTE. 35 NORTHWEST,6100,66000,60100,6100,66000,60100,,"3,900"
04,017,,SCL,,1.250,,REDWOOD DRIVE,5900,64000,58000,5900,64000,58000,,"3,900"
04,017,,SCL,,4.060,,BEAR CREEK ROAD,6100,73000,66400,6500,86000,79100,,"3,900"
04,017,,SCL,,6.160,,"LOS GATOS, SANTA CRUZ AVENUE",6500,86000,79100,5800,77000,71700,,"3,900"
04,017,,SCL,,7.073,,"LOS GATOS, JCT. RTE. 9 WEST",5800,77000,71700,7500,104000,98000,,"3,900"
04,017,,SCL,,8.885,,LARK AVENUE ,7500,104000,98000,7800,109000,102300,,"3,900"
04,017,,SCL,,9.354,,"LOS GATOS, JCT. RTE. 85",7300,101000,94800,10700,150000,140200,,"3,900"
04,017,,SCL,,10.498,,"CAMPBELL, CAMDEN AVENUE ",10700,150000,140200,11500,163000,151700,,"3,900"
04,017,,SCL,,12.336,,"CAMPBELL, HAMILTON AVENUE ",11500,163000,151700,14000,198000,185400,,"3,900"
04,017,,SCL,,13.949,,"SAN JOSE, JCT. RTE. 280",14000,198000,185400,0,0,0,,"3,900"
08,018,,SBD,T,6.179,,"SAN BERNARDINO, JCT. RTE. 210",0,0,0,2150,28000,27000,,900
08,018,,SBD,T,7.117,,"SAN BERNARDINO, PARKDALE DRIVE",2150,28000,26700,1900,24500,23500,,"1,900"
08,018,,SBD,T,7.548,,"SAN BERNARDINO, 40TH STREET",1900,24500,23500,1400,18000,17300,,"1,900"
08,018,,SBD,T,8.264,,"SAN BERNARDINO, SIERRA WAY",1400,18000,17300,1450,17100,16000,,"1,900"
08,018,,SBD,,9.150,,WATERMAN CANYON ROAD,1450,17100,16000,1450,17100,16000,,"2,900"
08,018,,SBD,R,13.285,,WATERMAN CANYON ROAD ,1450,17100,16000,1450,17100,16000,,"5,200"
08,018,,SBD,R,17.732,,JCT. RTE. 138 NORTH,1450,17100,16000,1150,9400,8600,,"7,200"
08,018,,SBD,,20.612,,JCT. RTE. 189 NORTH,1150,9400,8600,1050,10800,10000,,"8,300"
08,018,,SBD,,23.382,,DALEY CANYON ROAD,1000,10700,9900,1200,12500,11500,,"8,300"
08,018,,SBD,,24.712,,JCT. RTE. 173 NORTH,1200,12500,11500,600,6300,5800,,"8,300"
08,018,,SBD,,25.810,,KUFFEL CANYON ROAD,600,6300,5800,620,6500,6000,,"8,300"
08,018,,SBD,,31.651,,WEST JCT. RTE. 330,680,6200,5700,680,6200,5700,,"8,300"
08,018,,SBD,,31.903,,JCT. RTE. 330 SOUTH,680,6200,5700,2300,13300,10700,,"8,300"
08,018,,SBD,,34.520,,GREEN VALLEY LAKE ROAD,1700,10000,8000,1350,7800,6300,,"8,300"
08,018,,SBD,,44.319,,JCT. RTE. 38 NORTHEAST,1350,7800,6300,780,6400,4900,,"8,300"
08,018,,SBD,,46.550,,"BIG BEAR LAKE, BLUE JAY ROAD",800,6500,5000,950,8800,6800,,"8,300"
08,018,,SBD,,48.070,,"BIG BEAR LAKE, MILL CREEK ROAD",1450,13300,10200,1350,12400,9500,,"8,300"
08,018,,SBD,,48.362,,LAKEVIEW DRIVE,1350,12400,9500,1500,14000,10800,,"8,300"
08,018,,SBD,,49.117,,BIG BEAR BLVD AT PINE KNOT,1650,14100,13600,3550,35000,31500,,"15,570"
08,018,,SBD,,50.820,,MOONRIDGE ROAD,3600,36000,32500,2650,26000,23500,,"15,570"
08,018,,SBD,,51.610,,STANFIELD CUTOFF,2650,26000,23500,2300,22800,20500,,"15,570"
08,018,,SBD,,53.917,,JCT. RTE. 38 EAST,1850,18200,16400,1250,12400,11200,,"15,570"
08,018,,SBD,,54.537,,JCT. RTE. 38 WEST,1250,12400,11200,560,5600,5000,,"15,570"
08,018,,SBD,,58.160,,HOLCOMB VALLEY ROAD,430,4200,3800,260,2550,2300,,"15,570"
08,018,,SBD,,58.440,,BALDWIN LAKE ROAD,260,2550,2300,620,3400,3000,,"15,570"
08,018,,SBD,,65.756,,MARBLE CANYON ROAD,620,3400,3000,900,5000,4400,,"15,570"
08,018,,SBD,,73.783,,"LUCERNE VALLEY, JCT. RTE. 247",700,6500,6300,960,8900,8600,,"18,500"
08,018,,SBD,,84.325,,BEAR VALLEY CUTOFF,1100,11200,10500,540,5600,5200,,"18,500"
08,018,,SBD,,88.871,,"APPLE VALLEY, YUCCA LOMA-NAVAJO ROAD",1250,13200,12300,2000,20900,19500,,"18,500"
08,018,,SBD,,90.936,,APPLE VALLEY INN ROAD,2450,25500,24000,3200,33000,31000,,"20,300"
08,018,,SBD,,94.390,,APPLE VALLEY ROAD,3250,33500,31500,4750,49000,46000,,"20,300"
08,018,,SBD,,95.220,,"VICTORVILLE, STODDARD WELLS ROAD",4550,47000,44000,4300,45000,42000,,"20,300"
08,018,,SBD,,95.790,,"VICTORVILLE, SEVENTH STREET",3600,37500,35000,3250,33500,31500,,"20,300"
08,018,,SBD,R,96.577,,"VICTORVILLE, NORTH JCT. RTE. 15",2900,30000,28000,3700,41000,40000,,"22,750"
08,018,,SBD,,97.001,,"VICTORVILLE, AMARGOSA ROAD",3700,41000,40000,2800,31000,30000,,"23,430"
08,018,,SBD,,100.956,,JCT. RTE. 395,1750,19500,19100,1100,9400,9000,,"23,430"
08,018,,SBD,,115.910,,SAN BERNARDINO/LOS ANGELES COUNTY LINE,810,6800,6500,0,0,0,,"24,300"
07,018,,LA,,0,,SAN BERNARDINO/LOS ANGELES COUNTY LINE,0,0,0,800,6800,6500,,"24,600"
07,018,,LA,,4.500,,JCT. RTE. 138,600,7600,7000,0,0,0,,"24,600"
01,020,,MEN,R,0,,"JCT. RTE. 1, FORT BRAGG, SOUTH",0,0,0,900,11900,9500,,110
01,020,,MEN,R,0.274,,SOUTH HARBOR DRIVE,900,11900,9500,1000,9500,8000,,110
01,020,,MEN,,2.080,,SUMMER LANE,750,7500,6000,450,4450,3500,,260
01,020,,MEN,,17.285,,CHAMBERLAIN CREEK,270,3800,2800,300,4100,2900,,"1,330"
01,020,,MEN,,32.437,,"WILLITS, WEST CITY LIMITS",390,4600,3800,600,7500,6000,,"1,330"
01,020,,MEN,L,35.956,,NORTH JCT. RTE. 101,700,7900,6400,1400,15400,13700,,"3,500"
01,020,,MEN,,33.220,,SOUTH JCT. RTE. 101,1400,15400,13700,1400,15800,14100,,"4,100"
01,020,,MEN,,33.769,,REDWOOD VALLEY ROAD ,1400,15800,14100,1500,15400,14700,,"4,100"
01,020,,MEN,,35.390,,MARINA DRIVE,1500,15400,14700,1500,14400,13700,,"4,100"
01,020,,MEN,R,38.054,,POTTER VALLEY ROAD,1250,13500,11800,1250,13200,11500,,"5,500"
01,020,,MEN,,44.114,,MENDOCINO/LAKE COUNTY LINE,1250,13200,11500,0,0,0,,"7,300"
01,020,,LAK,,0,,MENDOCINO/LAKE COUNTY LINE,0,0,0,1000,10500,9400,,"7,500"
01,020,,LAK,,3.630,,SCOTT VALLEY ROAD,980,10900,9300,1000,11000,10000,,"7,500"
01,020,,LAK,,8.319,,JCT. RTE. 29 SOUTH,1050,11500,9800,660,6900,6300,,"7,500"
01,020,,LAK,,12.199,,LUCERNE CUTOFF,1000,11000,9800,1250,13000,12000,,"7,500"
01,020,,LAK,,18.530,,"LUCERNE, EAST; BELL RAY AVENUE",910,9600,8700,780,8300,7500,,"7,500"
01,020,,LAK,,25.970,,"CLEAR LAKE OAKS, EAST",610,6500,5800,700,7300,6500,,"7,500"
01,020,,LAK,,31.620,,JCT. RTE. 53 SOUTH,950,9700,8800,840,8600,7400,,"7,500"
01,020,,LAK,,46.475,,LAKE/COLUSA COUNTY LINE,830,7300,5700,0,0,0,,"15,680"
03,020,,COL,,0,,LAKE/COLUSA COUNTY LINE,0,0,0,870,7000,5900,,"15,900"
03,020,,COL,,3.451,,JCT. RTE. 16 SOUTH,870,7000,5900,760,6600,5250,,"16,390"
03,020,,COL,T,20.558,,JUNCTION OLD ROUTE 20,800,6800,5600,710,6500,5300,,"17,510"
03,020,,COL,R,22.120,,"WILLIAMS, JCT. RTE. 5",850,8000,7000,450,4900,4300,,"17,710"
03,020,,COL,T,23.187,,HUSTED ROAD,430,4900,4300,1000,9300,9000,,"18,410"
03,020,,COL,,28.690,,"COLUSA, HUNTER ROAD",1000,9300,9000,1000,9300,9000,,"18,490"
03,020,,COL,,30.639,,"COLUSA, FREMONT STREET",650,6600,6300,650,6800,6500,,"18,490"
03,020,,COL,,31.091,,"COLUSA, JCT. RTE. 45 NORTH",880,9400,8900,1450,12700,12000,,"18,490"
03,020,,COL,,31.470,,"COLUSA, FIFTH STREET",1450,12700,12100,1450,12700,12100,,"18,490"
03,020,,COL,,31.841,,"COLUSA, MARKET/BRIDGE STREETS",1700,15500,15000,1700,15500,15000,,"18,490"
03,020,,COL,,32.290,,"COLUSA, FREMONT STREET",1450,13500,12900,1000,11700,11200,,"18,490"
03,020,,COL,,33.120,,MOON BEND ROAD,780,8400,8000,780,8400,8000,,"18,490"
03,020,,COL,,36.785,,JCT. RTE. 45 SOUTH,780,8400,8000,700,7900,7400,,"18,490"
03,020,,COL,R,39.340,,COLUSA/SUTTER COUNTY LINE,760,8600,8000,0,0,0,,"22,520"
03,020,,SUT,R,0,,COLUSA/SUTTER COUNTY LINE,0,0,0,760,8600,8000,,"23,110"
03,020,,SUT,,5.009,,EAST END SUTTER BYPASS,760,8500,8100,760,8500,8100,,"24,310"
03,020,,SUT,,9.176,,ACACIA AVENUE,760,8500,8100,950,10500,10100,,"24,310"
03,020,,SUT,,12.670,,TOWNSHIP ROAD,950,10500,9700,1100,11500,11000,,"24,310"
03,020,,SUT,,13.600,,GEORGE WASHINGTON BOULEVARD,1100,11500,11000,1450,17800,17200,,"24,310"
03,020,,SUT,R,15.350,,CIVIC CENTER BOULEVARD,2650,30500,29500,3100,35500,34500,,"27,000"
03,020,,SUT,R,15.598,,JCT. RTE. 99,3100,35500,34500,3500,39000,37500,,"27,000"
03,020,,SUT,,16.330,,"YUBA CITY, LIVE OAK BOULEVARD",4450,48000,46500,4300,45500,43500,,"27,400"
03,020,,SUT,,16.520,,"YUBA CITY, PLUMAS STREET",4300,45500,43500,4300,42500,38500,,"27,400"
03,020,,SUT,,16.838,,"YUBA CITY, SUTTER STREET",4300,42500,38500,3650,42000,39400,,"27,400"
03,020,,SUT,,17.057,,SUTTER/YUBA COUNTY LINE,3650,42000,39400,0,0,0,,"27,400"
03,020,,YUB,,0,,SUTTER/YUBA COUNTY LINE,0,0,0,3650,42000,39400,,"29,700"
03,020,,YUB,,0.675,,"MARYSVILLE, H STREET",3650,42000,36400,3600,37000,35000,,"29,700"
03,020,,YUB,,0.840,,"MARYSVILLE, F STREET",3400,34500,33000,3250,31000,30000,,"29,700"
03,020,,YUB,,0.989,,"MARYSVILLE, SOUTH JCT. RTE. 70",3250,31000,30000,2500,25000,22000,,"29,700"
03,020,,YUB,,1.236,,"MARYSVILLE, 9TH/B STREETS",2500,25000,22000,2200,29000,25700,,"29,700"
03,020,,YUB,,1.472,,NORTH JCT. RTE. 70,2200,28500,25700,1450,18400,17100,,"29,700"
03,020,,YUB,R,1.980,,"MARYSVILLE, BUCHANAN STREET",1450,18200,16500,1350,16600,15000,,"32,000"
03,020,,YUB,R,2.940,,"MARYSVILLE, 22ND STREET",1550,16600,15000,1200,14000,12500,,"32,000"
03,020,,YUB,R,7.018,,HALLWOOD BOULEVARD,1050,12100,11300,1050,12100,11000,,"33,810"
03,020,,YUB,R,7.890,,LOMA RICA ROAD,1100,12300,10900,1000,9900,9000,,"33,810"
03,020,,YUB,,13.269,,MARYSVILLE ROAD,1000,9900,9000,800,8400,7600,,"34,500"
03,020,,YUB,,21.295,,HAMMONTON/SMARTVILLE RD,800,8400,7600,830,8800,8000,,"38,000"
03,020,,YUB,,21.665,,YUBA/NEVADA COUNTY LINE,830,8800,8000,0,0,0,,"38,000"
03,020,,NEV,,0,,YUBA/NEVADA COUNTY LINE,0,0,0,830,8800,8000,,"40,020"
03,020,,NEV,R,4.651,,PLEASANT VALLEY ROAD,830,8800,8000,1350,15400,14600,,"41,120"
03,020,,NEV,R,6.600,,PENN VALLEY DRIVE,1350,15400,14600,1650,18200,17000,,"45,000"
03,020,,NEV,R,12.162,,"GRASS VALLEY, MILL STREET",1650,18200,17000,2550,27000,25600,,"45,000"
03,020,,NEV,R,12.240,,"GRASS VALLEY, JCT. RTE. 49",2550,27000,25600,4250,49500,48000,,"45,000"
03,020,,NEV,R,12.302,,"GRASS VALLEY, JCT. RTE. 49",4250,49500,48000,4250,49500,48000,,"51,220"
03,020,,NEV,R,12.864,,"GRASS VALLEY, NORTH AUBURN STREET",4250,49500,48000,3950,43000,38500,,"51,220"
03,020,,NEV,R,13.112,,"GRASS VALLEY, BENNETT STREET ",3950,43000,38500,5200,57000,48200,,"51,220"
03,020,,NEV,R,13.614,,"GRASS VALLEY, IDAHO/MARYLAND ROAD",5200,57000,48200,4200,44000,41000,,"51,220"
03,020,,NEV,R,14.266,,DORSEY DRIVE OC,4200,44000,41000,3600,39000,36800,,"51,220"
03,020,,NEV,R,14.797,,BRUNSWICK ROAD,3600,39000,36800,3050,35500,32500,,"51,220"
03,020,,NEV,R,15.410,,BANNER RIDGE OC,3050,35500,32500,3050,35500,32500,,"55,120"
03,020,,NEV,R,15.916,,GOLD FLAT ROAD ,3050,35500,32500,3000,29500,28700,,"55,120"
03,020,,NEV,R,16.741,,"NEVADA CITY, SACRAMENTO STREET",3000,29500,28700,3000,27500,25200,,"55,120"
03,020,,NEV,R,16.988,,"NEVADA CITY, BROAD STREET ",3000,27500,25200,2550,18800,17100,,"55,120"
03,020,,NEV,R,17.240,,"NEVADA CITY, COYOTE STREET",2550,18800,17100,2400,18200,16200,,"55,120"
03,020,,NEV,R,17.398,,"NEVADA CITY, EAST JCT. RTE. 49",2400,18200,16200,920,6300,5400,,"55,120"
03,020,,NEV,,23.250,,SCOTTS FLAT ROAD,900,6200,5200,730,5700,4300,,"58,020"
03,020,,NEV,,29.600,,WHITE CLOUD CAMPGROUND,570,4750,3550,570,4750,3550,,"58,020"
03,020,,NEV,,31.834,,WASHINGTON ROAD,570,4750,3550,500,4350,3200,,"58,020"
03,020,,NEV,,41.287,,NEVADA/PLACER COUNTY LINE,500,4350,3200,500,4350,3200,,"58,020"
03,020,,PLA,,43.868,,PLACER/NEVADA COUNTY LINE,500,4350,3200,500,4350,3200,,"65,830"
03,020,,NEV,,45.661,,JCT RTE 80,500,4350,3200,0,0,0,,"66,120"
07,022,,LA,,0,,"LONG BEACH, JCT. RTE. 1",0,0,0,5400,65000,62000,,100
07,022,,LA,,0.084,,"LONG BEACH, BELLFLOWER BOULEVARD",5400,65000,62000,5500,67000,64000,,100
07,022,,LA,,1.142,,"LONG BEACH, STUDEBAKER ROAD",6100,74000,70000,8700,105000,100000,,100
07,022,,LA,,1.467,,LOS ANGELES/ORANGE COUNTY  LINE,8700,105000,100000,0,0,0,,100
12,022,,ORA,,0,,LOS ANGELES/ORANGE COUNTY  LINE,0,0,0,8700,105000,100000,,"1,700"
12,022,,ORA,R,0.660,,JCT. RTE. 405,11200,148000,142500,15600,150000,142500,,"3,300"
12,022,,ORA,R,2.653,,"WESTMINSTER, KNOTT AVE/GOLDEN WEST ST",16600,159000,150500,11600,156000,150500,,"4,200"
12,022,,ORA,R,3.587,,"GARDEN GROVE, JCT. RTE. 39",12300,164000,158600,15900,190000,183400,,"5,100"
12,022,,ORA,R,4.812,,"GARDEN GROVE, MAGNOLIA STREET",15900,190000,183400,15200,203000,196400,,"5,900"
12,022,,ORA,R,5.817,,"GARDEN GROVE, BROOKHURST STREET ",15200,203000,196400,15600,209000,202100,,"5,900"
12,022,,ORA,R,6.811,,"GARDEN GROVE, EUCLID STREET",15600,209000,202100,15900,226000,216500,,"5,900"
12,022,,ORA,R,7.829,,"GARDEN GROVE, HARBOR BOULEVARD",15900,226000,216500,15900,232000,223500,,"5,900"
12,022,,ORA,R,8.822,,"GARDEN GROVE, GARDEN GROVE BOULEVARD ",15900,232000,223500,16200,238000,229600,,"8,400"
12,022,,ORA,R,9.729,,"ORANGE, MANCHESTER AVENUE/ CITY DRIVE ",16300,239000,231000,17100,245000,235500,,"9,500"
12,022,,ORA,R,10.478,,"SANTA ANA, JCT. RTES. 5 AND 57",17100,245000,235500,10900,152000,146700,,"10,400"
12,022,,ORA,R,10.992,,"SANTA ANA, MAIN STREET",10900,152000,146700,10900,154000,146700,,"10,400"
12,022,,ORA,R,11.825,,"ORANGE, GLASSELL STREET",10800,153000,145200,10500,157000,141800,,"11,800"
12,022,,ORA,R,12.866,,TUSTIN AVENUE ,10500,157000,141800,8700,122000,118400,,"11,800"
12,022,,ORA,R,13.164,,JCT. RTE. 55,8700,122000,118400,0,0,0,,"11,800"
07,023,,LA,,0,,JCT. RTE. 1,0,0,0,70,540,510,,100
07,023,,LA,,4.791,,SOUTH JUNCTION MULHOLLAND HIGHWAY,120,930,880,140,1100,1050,,100
07,023,,LA,,6.711,,NORTH JUNCTION MULHOLLAND HIGHWAY,140,1100,1050,270,2200,2100,,100
07,023,,LA,,8.900,,LOS ANGELES/VENTURA COUNTY LINE,270,2200,2100,0,0,0,,100
07,023,,VEN,,0,,LOS ANGELES/VENTURA COUNTY LINE,0,0,0,270,2200,2100,,500
07,023,,VEN,T,1.490,,"THOUSAND OAKS, PORTRERO ROAD",270,2200,2100,1000,12600,11500,,700
07,023,,VEN,R,2.258,,"THOUSAND OAKS, TRIUNFO CANYON ROAD",1300,15900,14700,2050,24800,23100,,"1,000"
07,023,,VEN,R,2.880,,"THOUSAND OAKS, AGOURA ROAD",2250,27000,25500,2150,24800,24100,,"1,000"
07,023,,VEN,R,3.339,,"THOUSAND OAKS, JCT. RTE. 101",3250,37500,37000,10000,119000,116000,,"2,900"
07,023,,VEN,R,5.064,,"THOUSAND OAKS, JANSS ROAD",10000,119000,116000,9900,114000,111000,,"2,900"
07,023,,VEN,R,6.028,,"THOUSAND OAKS, AVENIDA DE LOS ARBOLES ",9900,114000,111000,9100,102000,100000,,"2,900"
07,023,,VEN,R,7.165,,"THOUSAND OAKS, SUNSET HILLS BOULEVARD",9100,102000,100000,8900,98000,96000,,"2,900"
07,023,,VEN,R,8.209,,"THOUSAND OAKS, OLSEN ROAD",8900,98000,96000,7200,77000,76000,,"2,900"
07,023,,VEN,R,10.164,,"MOORPARK, TIERRA REJADA ROAD",7200,77000,76000,7000,73000,72000,,"2,900"
07,023,,VEN,R,11.432,,"MOORPARK, JCT. RTE. 118",7000,73000,72000,2900,33000,30500,,"8,555"
07,023,,VEN,R,13.373,,"MOORPARK, HIGH STREET",1200,11700,11300,720,7500,7100,,"9,410"
07,023,,VEN,,14.260,,MERIDIAN HILLS DRIVE,720,7500,7100,410,4300,4000,,"9,500"
07,023,,VEN,,14.607,,SPRING ROAD,410,4300,4000,1050,11000,10300,,"9,500"
07,023,,VEN,,15.540,,HAPPY CAMP ROAD,1200,9200,7600,920,7500,6300,,"9,500"
07,023,,VEN,,16.800,,GRIMES CANYON ROAD,920,7500,6300,870,7500,6300,,"9,500"
07,023,,VEN,,22.265,,BARDSDALE AVENUE,870,7500,6300,940,8900,7600,,"11,280"
07,023,,VEN,,24.165,,"FILLMORE, JCT. RTE. 126",1000,10600,9100,0,0,0,,"11,970"
04,024,,ALA,R,1.847,,"OAKLAND, JCT. RTES. 580 AND 980",0,0,0,12000,165000,161000,,"1,700"
04,024,,ALA,R,3.063,,"OAKLAND, TELEGRAPH/CLAREMONT AVENUES",12000,165000,161000,11200,152000,149000,,"2,700"
04,024,,ALA,R,4.152,,"OAKLAND, BROADWAY/PATTON STREET",11200,152000,149000,12200,168000,164000,,"2,700"
04,024,,ALA,R,5.117,,"OAKLAND, JCT. RTE. 13",12200,168000,164000,12900,175000,169000,,"8,120"
04,024,,ALA,R,5.650,,CALDECOTT LANE,12900,175000,169000,12700,172000,167000,,"9,100"
04,024,,ALA,R,5.887,,"OAKLAND, CALDECOTT TUNNEL",12700,172000,167000,12700,172000,167000,,"9,100"
04,024,,ALA,R,6.241,,ALAMEDA/CONTRA COSTA COUNTY LINE,12700,172000,167000,0,0,0,,"9,800"
04,024,,CC,R,0,,ALAMEDA/CONTRA COSTA COUNTY LINE,0,0,0,12700,172000,167000,,"10,600"
04,024,,CC,R,0.400,,FISH RANCH ROAD,12700,172000,167000,13100,177000,172000,,"10,800"
04,024,,CC,,1.196,,GATEWAY BOULEVARD,13100,177000,172000,13100,178000,172000,,"11,200"
04,024,,CC,R,2.319,,CAMINO PABLO,13100,178000,172000,12300,166000,161000,,"11,700"
04,024,,CC,R,3.473,,SAINT STEPHENS,12300,166000,161000,13200,176000,172000,,"11,700"
04,024,,CC,R,4.397,,"LAFAYETTE, ACALANES ROAD",13200,176000,172000,13200,180000,177500,,"11,700"
04,024,,CC,R,6.512,,"LAFAYETTE, OAK HILL ROAD/ FIRST STREET",13200,180000,177500,13900,191000,187000,,"14,300"
04,024,,CC,R,7.656,,"LAFAYETTE, PLEASANT HILL ROAD",13900,191000,187000,14800,203000,199000,,"14,300"
04,024,,CC,,9.119,,"WALNUT CREEK, JCT. RTE. 680",14800,203000,199000,0,0,0,,"19,500"
05,025,,MON,,0,,JCT. RTE. 198,0,0,0,40,130,110,,100
05,025,,MON,,11.750,,MONTEREY/SAN BENITO COUNTY LINE,30,100,85,0,0,0,,100
05,025,,SBT,,0,,MONTEREY/SAN BENITO COUNTY LINE,0,0,0,100,540,430,,500
05,025,,SBT,,7.300,,BITTER WATER/KING CITY ROAD,100,540,430,100,790,710,,500
05,025,,SBT,,21.470,,JCT. RTE. 146 WEST,100,700,540,110,830,700,,700
05,025,,SBT,,39.533,,"PAICINES, PANOCHE ROAD",170,1350,1060,350,3250,2080,,"2,552"
05,025,,SBT,,49.014,,VALLEY VIEW ROAD,350,2800,2700,1400,11000,9200,,"12,400"
05,025,,SBT,,52.194,,BRIGGS RD E,2000,26500,25100,2150,23600,23100,,"15,800"
05,025,,SBT,,54.048,,JCT. RTE. 156,2150,23600,23100,3050,29000,27900,,"15,800"
05,025,,SBT,,55.134,,HUDNER LANE,2250,27500,26100,2250,27500,26100,,"15,800"
05,025,,SBT,,60.084,,SAN BENITO/SANTA CLARA COUNTY LINE,3450,36000,33700,0,0,0,,"15,800"
04,025,,SCL,,0,,SAN BENITO/SANTA CLARA COUNTY LINE,0,0,0,2300,29000,27300,,"20,000"
04,025,,SCL,,2.528,,"GILROY, JCT. RTE. 101",2400,29500,27900,2400,29500,27900,,"20,790"
04,025,,SCL,,2.560,,"JCT. RTE. 101, GILROY, SOUTH",2400,29500,27900,0,0,0,,"20,790"
10,026,,SJ,,1.110,,JCT. RTE. 99,0,0,0,2300,24700,23300,,"1,400"
10,026,,SJ,,1.897,,CARDINAL AVENUE,1300,16500,10200,1450,14000,12600,,"1,400"
10,026,,SJ,R,4.217,,ALPINE ROAD,1050,10000,8100,970,9300,8100,,"2,454"
10,026,,SJ,,6.850,,JACKTONE ROAD,870,7700,6300,780,7700,6950,,"2,466"
10,026,,SJ,,10,,DUNCAN ROAD,970,7700,6800,1000,8900,7600,,"2,466"
10,026,,SJ,,10.700,,MILL STREET,1000,8900,7300,1000,8900,7400,,"2,466"
10,026,,SJ,,11.080,,"LINDEN, FLOOD ROAD/FRONT STREET",590,6200,5500,670,6000,5400,,"2,466"
10,026,,SJ,,15.060,,ESCALON/BELLOTA ROAD,660,6600,5500,780,5900,5500,,"4,000"
10,026,,SJ,,20.506,,SAN JOAQUIN/CALAVERAS COUNTY LINE,860,5800,5400,0,0,0,,"4,400"
10,026,,CAL,,0,,SAN JOAQUIN/CALAVERAS COUNTY LINE,0,0,0,860,5800,5400,,"4,600"
