DISTRICT,RTE,RTE_SFX,CNTY,PM_PFX,PM,PM_SFX,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,,
04,092,,SM,R,14.443,,SAN MATEO/HAYWARD BRIDGE,8900,124000,117000,9100,127000,120000,,"7,500"
04,092,,SM,R,18.801,,SAN MATEO/ALAMEDA COUNTY LINE,8900,124000,117000,0,0,0,,"7,500"
04,092,,ALA,R,0,,SAN MATEO/ALAMEDA COUNTY LINE,0,0,0,9100,127000,120000,,"8,500"
04,092,,ALA,R,2.594,,SAN MATEO-HAYWARD BRIDGE TOLL PLAZA,8900,124000,117000,9100,127000,120000,,"8,500"
04,092,,ALA,R,4.477,,"HAYWARD, CLAWITER ROAD",8900,124000,117000,9100,127000,120000,,"9,000"
04,092,,ALA,R,5.121,,INDUSTRIAL BOULEVARD ,9100,127000,120000,8700,116000,108000,,"9,000"
04,092,,ALA,R,5.757,,"HAYWARD, HESPERIAN BOULEVARD",8700,116000,108000,9300,124000,115000,,"10,200"
04,092,,ALA,,6.392,,"HAYWARD, JCT. RTE. 880",9300,124000,115000,4200,49500,46000,,"10,650"
04,092,,ALA,,6.780,,"HAYWARD, SANTA CLARA STREET",4200,49500,46000,3900,45500,42000,,"10,650"
04,092,,ALA,,6.798,,"HAYWARD, JCT. RTES.  185/238",3900,45500,42000,0,0,0,,"10,650"
11,094,,SD,,1.416,,"BEGIN RTE AT JCT RTE 5 and EB ON FRM ""G"" ST / 17TH",0,0,0,11300,145000,136000,,100
11,094,,SD,,1.848,,25TH STREET ,11300,145000,136000,14000,156000,152000,,100
11,094,,SD,,2.214,,28TH STREET,14000,156000,152000,23900,168000,163000,,100
11,094,,SD,,2.675,,"SAN DIEGO, 32ND STREET ",23900,168000,163000,16600,181000,178000,,100
11,094,,SD,,3.172,,"SAN DIEGO, JCT. RTE. 15",16600,181000,178000,16500,178000,172000,,100
11,094,,SD,,3.630,,"SAN DIEGO, HOME AVENUE ",16500,178000,172000,15200,164000,159000,,100
11,094,,SD,,4.086,,"SAN DIEGO, JCT. RTE. 805",15200,164000,159000,20300,228000,213000,,100
11,094,,SD,,4.632,,"SAN DIEGO, 47TH STREET",20300,228000,213000,20200,228000,211000,,100
11,094,,SD,,5.140,,"SAN DIEGO, EUCLID AVENUE",20200,228000,211000,14200,179000,175000,,100
11,094,,SD,,5.789,,56TH STREET/ KELTON ROAD,14200,179000,175000,15500,186000,180000,,100
11,094,,SD,,6.161,,"SAN DIEGO, FEDERAL BOULEVARD ",15500,186000,180000,14100,166000,164000,,100
11,094,,SD,,7.292,,COLLEGE GROVE WAY,14100,166000,164000,14000,165000,164000,,100
11,094,,SD,,7.758,,COLLEGE AVENUE,14000,165000,164000,11900,145000,142000,,100
11,094,,SD,,8.274,,MASSACHUSETTS AVENUE,11900,145000,142000,13300,155000,152000,,100
11,094,,SD,,8.765,,WAITE DRIVE ,13300,155000,152000,11600,156000,147000,,100
11,094,,SD,,8.983,,LEMON GROVE AVENUE,11600,156000,147000,11500,147000,144000,,100
11,094,,SD,,9.255,,GROVE STREET ,11500,147000,144000,11800,146000,144000,,100
11,094,,SD,R,10.461,R,"JCT. RTE. 125, BEGIN RIGHT ALIGN",0,0,0,5900,73000,72000,,"7,900"
11,094,,SD,R,10.829,R,"SPRING STREET, END RIGHT ALIGN",4050,47000,46500,0,0,0,,"7,900"
11,094,,SD,R,11.081,,"SPRING VALLEY, BANCROFT DRIVE ",8800,103000,102000,8000,95000,91000,,"8,600"
11,094,,SD,R,11.800,,"CASA DE ORO, KENWOOD DRIVE",8000,95000,91000,6500,79000,78000,,"9,200"
11,094,,SD,R,12.750,,SWEETWATER SPRINGS BOULEVARD ,6500,79000,78000,5400,64000,63000,,"9,200"
11,094,,SD,R,13.333,,AVOCADO BOULEVARD,5400,64000,63000,4350,52000,51000,,"9,200"
11,094,,SD,,14.330,,JAMACHA BLVD,4350,52000,51000,6300,74000,72000,,"10,900"
11,094,,SD,,14.860,,JCT. RTE. 54 NORTH,6300,74000,72000,1750,20100,19800,,"10,900"
11,094,,SD,,17.352,,STEEL CANYON ROAD,1500,18700,18600,1600,19700,19100,,"11,950"
11,094,,SD,,19.400,,LYONS VALLEY ROAD,1600,19700,19100,1100,12900,12800,,"12,260"
11,094,,SD,,24.554,,HONEY SPRINGS ROAD,780,9200,9100,690,7700,7600,,"12,600"
11,094,,SD,,24.731,,OTAY LAKES,690,7700,7600,690,8000,7800,,"12,600"
11,094,,SD,,28.300,,DULZURA POST OFFICE,690,8000,7800,780,7900,7800,,"13,800"
11,094,,SD,,29.872,,MARRON VALLEY,780,7900,7800,770,8000,7700,,"13,800"
11,094,,SD,,38.970,,JCT. RTE. 188 SOUTH,710,7400,6900,240,2200,2100,,"14,950"
11,094,,SD,,41.393,,POTRERO VALLEY RD,240,2200,2100,140,1500,1450,,"14,950"
11,094,,SD,,52.150,,BUCKMAN SPRINGS ROAD,190,2100,2050,230,2100,2050,,"17,000"
11,094,,SD,,61.701,,LIVE OAKS SPRINGS RD,80,540,500,80,540,500,,"18,200"
11,094,,SD,,64.229,,WEST JUNCTION OLD HWY 80,90,750,690,210,1850,1800,,"18,390"
11,094,,SD,,64.817,,JEWEL VALLEY/ RIBBONWOOD ROADS,210,1850,1800,170,1650,1450,,"18,390"
11,094,,SD,,65.375,,JCT. RTE. 8,170,1650,1450,0,0,0,,"18,900"
08,095,,RIV,L,0.157,,JCT. RTE. 10,0,0,0,430,5000,4600,,50
08,095,,RIV,,0,,HOBSON WAY,430,5000,4600,280,3250,3000,,100
08,095,,RIV,,3.520,,SIXTH AVENUE,240,2850,2600,300,2150,2000,,100
08,095,,RIV,,10.540,,PALO VERDE DAM ROAD,190,1400,1300,190,1400,1300,,100
08,095,,RIV,,36.197,,RIVERSIDE/SAN BERNARDINO COUNTY LINE,110,1000,900,0,0,0,,100
08,095,,SBD,,0,,RIVERSIDE/SAN BERNARDINO COUNTY LINE,0,0,0,110,1000,900,,"6,800"
08,095,,SBD,,9.684,,JCT. RTE. 62,110,1000,900,320,3400,2900,,"7,130"
08,095,,SBD,,37.300,,HAVASU LAKE ROAD,320,3400,2900,450,4700,4000,,"7,130"
08,095,,SBD,R,57.207,,EAST JCT. RTE. 40,440,4600,4200,440,4600,4200,,"9,500"
08,095,,SBD,R,57.244,,WEST JCT. RTE. 40,440,4600,4200,370,3500,2700,,"9,500"
08,095,,SBD,,63.944,,"ARROWHEAD JUNCTION, GOFFS ROAD",370,3500,2700,400,3700,2900,,"9,700"
08,095,,SBD,,80.453,,NEVADA STATE LINE,400,3700,2900,0,0,0,,"9,700"
01,096,,HUM,,0,,"WILLOW CREEK, JCT. RTE. 299",0,0,0,320,3500,3100,,100
01,096,,HUM,,0.100,,STANDARD OIL LANE,320,3500,3100,300,4300,3800,,100
01,096,,HUM,,3.590,,"WILLOW CREEK, NORTH",220,2100,1900,220,2100,1900,,100
01,096,,HUM,,10.950,,SOUTH LIMITS HOOPA,340,4300,3900,300,3600,3200,,"2,800"
01,096,,HUM,,12.830,,NORTH LIMITS HOOPA,270,2500,2200,270,2500,2200,,"2,800"
01,096,,HUM,,23.086,,"WEITCHPEC, JCT. RTE. 169",90,1250,1100,60,720,500,,"5,850"
01,096,,HUM,,37.870,,EYESEE ROAD,110,1200,1000,120,1400,1200,,"8,700"
01,096,,HUM,,38.500,,"ORLEANS, NORTH",110,1200,1000,110,1200,1000,,"8,700"
01,096,,HUM,R,38.773,,"KLAMATH RIVER, NORTH",90,820,700,100,1100,900,,"9,700"
01,096,,HUM,R,44.979,,HUMBOLDT/SISKIYOU COUNTY LINE,90,700,630,0,0,0,,"10,110"
02,096,,SIS,R,0,,HUMBOLDT/SISKIYOU COUNTY LINE,0,0,0,30,140,100,,"11,650"
02,096,,SIS,R,0.550,,ISHI PISHI ROAD,30,140,100,40,150,110,,"11,650"
02,096,,SIS,R,0.720,,"ETNA, SOMES BAR ROAD",40,150,110,40,150,110,,"11,650"
02,096,,SIS,,23.268,,SWILLUP CREEK BRIDGE,80,420,320,40,210,160,,"13,500"
02,096,,SIS,,38.758,,BENJAMIN CREEK ROAD,100,560,420,40,420,330,,"13,500"
02,096,,SIS,,41.021,,INDIAN CREEK BRIDGE,140,730,620,160,930,910,,"15,000"
02,096,,SIS,,41.101,,"HAPPY CAMP, MAIN STREET",160,930,910,260,1900,1650,,"15,000"
02,096,,SIS,,41.250,,"HAPPY CAMP, SECOND STREET",230,1900,1600,220,1800,1450,,"15,000"
02,096,,SIS,,41.670,,DAVIS ROAD,190,1450,1400,150,950,800,,"15,000"
02,096,,SIS,R,52.509,,THOMPSON CREEK BRIDGE,70,680,570,90,760,640,,"16,700"
02,096,,SIS,,60.757,,SIEAD MAINTENANCE STATION,80,760,620,80,760,620,,"17,000"
02,096,,SIS,,71.330,,SCOTT BAR ROAD,100,640,530,90,620,510,,"17,000"
02,096,,SIS,,103.418,,JCT. RTE. 263 SOUTH,120,1250,840,150,1100,880,,"23,664"
02,096,,SIS,,105.823,,JCT. RTE. 5,90,550,490,0,0,0,,"27,000"
02,097,,SIS,L,0,,"WEED, JCT. RTE. 5",0,0,0,1050,12500,11700,,10
02,097,,SIS,L,0.430,,JCT. RTE. 265,1050,12500,11700,730,8900,8100,,30
02,097,,SIS,,1.047,,"WEED, WEST LINCOLN STREET",730,8900,8100,620,8300,7500,,110
02,097,,SIS,,4.430,,"WEED, BIG SPRINGS ROAD",610,7800,6800,570,7200,6400,,110
02,097,,SIS,,20.190,,GRASS LAKE STATE HIGHWAY MAINTENANCE STATION,630,5900,3850,630,5900,3850,,"3,530"
02,097,,SIS,,36.150,,1.7-MI. S/O BALL MOUNTAIN RD,460,4200,3400,460,4200,3400,,"3,530"
02,097,,SIS,,45.248,,SAMS NECK ROAD,460,4200,3400,290,6300,4050,,"7,130"
02,097,,SIS,,49.827,,DORRIS QUARANTINE STATION,290,6300,4050,290,6300,4050,,"7,130"
02,097,,SIS,,50.890,,"DORRIS, FIRST/MAIN STREETS",330,5700,4650,330,5700,4650,,"7,130"
02,097,,SIS,,53.809,,JCT. RTE. 161 EAST,430,6000,4550,300,4250,3250,,"7,130"
02,097,,SIS,,54.089,,OREGON STATE LINE,300,4250,3250,0,0,0,,"7,130"
11,098,,IMP,R,0,,BEGIN ROUTE 98,0,0,0,190,1850,1650,,100
11,098,,IMP,R,0.304,,WEST JCT. RTE. 8,190,1850,1650,190,1850,1650,,100
11,098,,IMP,,1.518,,IMPERIAL HIGHWAY,190,1850,1650,190,2000,1900,,"1,000"
11,098,,IMP,,22.197,,DREW ROAD,260,2250,2150,220,2250,2150,,"1,000"
11,098,,IMP,,27.210,,FERRELL ROAD,220,2250,2150,300,2950,2700,,"1,000"
11,098,,IMP,,28.740,,CLARK ROAD,300,2950,2700,460,4750,4200,,"1,000"
11,098,,IMP,,30.270,,DOGWOOD ROAD,460,4750,4200,780,10200,9300,,"1,000"
11,098,,IMP,,31.310,,KLOKE ROAD,780,10200,9300,1750,23300,21600,,"1,000"
11,098,,IMP,,31.920,,"CALEXICO, CESAR CHAVEZ BOULEVARD",1750,23300,21600,1600,22100,20300,,"1,000"
11,098,,IMP,,32.314,,JCT. RTE. 111,1600,22100,20300,2300,25500,24600,,"1,000"
11,098,,IMP,,32.460,,"CALEXICO, ROCKWOOD AVENUE",2300,25500,24600,2450,28000,26500,,"1,000"
11,098,,IMP,,32.614,,HEBER AVENUE,2450,28000,26500,2450,27500,25500,,"1,000"
11,098,,IMP,,32.780,,"CALEXICO, BLAIR AVENUE",2450,27500,25500,2200,25500,23400,,"1,000"
11,098,,IMP,,32.920,,ENCINAS AVENUE,2200,25500,23400,1800,20500,18700,,"1,000"
11,098,,IMP,,33.253,,ANDRADE AVENUE,1800,20500,18700,950,11100,9800,,"1,000"
11,098,,IMP,,34.460,,BOWKER ROAD,950,11100,9800,850,8400,7900,,"1,000"
11,098,,IMP,,35.197,,"CALEXICO, COLE ROAD",850,8400,7900,1400,15800,14000,,"1,000"
11,098,,IMP,,36.630,,BARBARA WORTH ROAD,1400,15800,14000,1400,16000,14300,,"1,000"
11,098,,IMP,,37.628,,ANDERHOLT RD. F,1400,16000,14300,1300,14800,14500,,"1,000"
11,098,,IMP,,39.654,,JCT. RTE. 7,1300,14800,14500,290,3400,3150,,"1,000"
11,098,,IMP,,41.095,,VENCILL ROAD,290,3400,3150,270,3200,2750,,"1,000"
11,098,,IMP,,42.101,,BONDS CORNER/HAWK ROADS,270,3200,2750,350,5600,2500,,"1,000"
11,098,,IMP,,43.680,,BONESTEELE RD - LT,350,5600,2500,290,4500,2150,,"1,000"
11,098,,IMP,,45.288,,EAST HIGHLINE CANAL,290,4500,2150,290,4500,2150,,"1,000"
11,098,,IMP,R,56.884,,EAST JCT. RTE. 8,220,2650,2300,220,2650,2300,,"8,500"
11,098,,IMP,R,57.017,,END OF ROUTE,220,2650,2300,0,0,0,,"8,500"
06,099,,KER,L,0.748,,JCT. RTE. 5,0,0,0,4850,54000,48500,,360
06,099,,KER,,2.732,,"METTLER, JCT. RTE. 166 WEST",4850,54000,48500,4950,54000,50000,,700
06,099,,KER,,5.343,,DAVID ROAD ,4950,54000,50000,5300,60000,53000,,700
06,099,,KER,,7.295,,SANDRINI ROAD OC,5500,61000,55000,5300,60000,53000,,700
06,099,,KER,,9.299,,HERRING ROAD OC,5300,59000,53000,5400,64000,59000,,700
06,099,,KER,,10.930,,OLD U. S. 99 ,5500,62000,55000,5300,60000,53000,,700
06,099,,KER,,13.411,,JCT. RTE. 223 EAST,5300,59000,53000,5400,64000,59000,,700
06,099,,KER,,15.432,,HOUGHTON ROAD ,5400,64000,59000,5600,66000,62000,,700
06,099,,KER,,17.500,,JCT. RTE. 119 WEST,5600,66000,62000,6100,76000,71000,,700
06,099,,KER,,19.541,,PANAMA LANE,6100,76000,71000,8500,113000,107000,,700
06,099,,KER,,21.082,,"BAKERSFIELD, WHITE LANE",8600,113000,107000,10700,140000,134000,,700
06,099,,KER,,22.604,,"BAKERSFIELD, MING AVENUE ",10700,140000,134000,12300,163000,156000,,700
06,099,,KER,,23.514,,JCT. RTE. 58 EAST,12300,163000,156000,12100,165000,157000,,700
06,099,,KER,,24.599,,"BAKERSFIELD, CALIFORNIA AVENUE",12100,165000,157000,12500,165000,157000,,700
06,099,,KER,,25.654,,"JCT. RTE. 58 WEST, JCT. RTE. 178 EAST",12600,165000,157000,10100,134000,125000,,700
06,099,,KER,,26.776,,BUCK OWENS BOULEVARD,10100,134000,125000,10100,134000,125000,,700
06,099,,KER,,27.046,,JCT. RTE. 204/AIRPORT DRIVE,10100,134000,125000,10200,128000,121000,,700
06,099,,KER,,27.866,,OLIVE DRIVE ,10200,128000,121000,8400,103000,98000,,700
06,099,,KER,R,28.556,,OIL JUNCTION,8400,103000,98000,8700,104000,101000,,"10,000"
06,099,,KER,R,29.878,,JCT. RTE. 65,8700,104000,101000,7200,87000,84000,,"10,000"
06,099,,KER,R,30.532,,SEVENTH STANDARD ROAD ,7200,87000,84000,6900,83000,80000,,"10,000"
06,099,,KER,,36.523,,"CAWELO, LERDO HIGHWAY",6900,83000,80000,6200,75000,72000,,"11,400"
06,099,,KER,R,39.119,,MERCED AVENUE ,6200,75000,72000,6200,74000,71000,,"12,800"
06,099,,KER,R,41.161,,KIMBERLINA ROAD,6200,74000,71000,6000,73000,69000,,"13,400"
06,099,,KER,,44.307,,JCT. RTE. 46,6000,72000,69000,5700,69000,66000,,"15,100"
06,099,,KER,R,47.370,,WHISLER ROAD,5700,69000,66000,5700,68000,66000,,"16,600"
06,099,,KER,,49.295,,"MC FARLAND, SHERWOOD AVENUE",5700,68000,66000,5500,66000,64000,,"16,800"
06,099,,KER,,49.954,,"MC FARLAND, PERKINS AVENUE",5500,66000,64000,5500,65000,63000,,"16,800"
06,099,,KER,,50.410,,"MC FARLAND, ELMO HIGHWAY",5800,69000,67000,6000,73000,69000,,"16,800"
06,099,,KER,,52.450,,POND ROAD,6000,73000,69000,6400,75000,69000,,"16,800"
06,099,,KER,,54.475,,WOOLOMES AVENUE ,6400,72000,69000,6100,70000,66000,,"16,800"
06,099,,KER,,55.521,,"DELANO, JCT. RTE. 155",6100,70000,66000,5900,66000,63000,,"16,800"
06,099,,KER,,56.279,,"DELANO, 13TH AVENUE",5900,66000,63000,5100,60000,57000,,"16,800"
06,099,,KER,,56.540,,"DELANO, CECIL AVENUE",5100,60000,57000,5600,66000,62000,,"16,800"
06,099,,KER,,57.581,,KERN/TULARE COUNTY LINE ,5600,66000,62000,0,0,0,,"16,800"
06,099,,TUL,,0,,KERN/TULARE COUNTY LINE,0,0,0,5300,63000,59000,,"20,700"
06,099,,TUL,,3.055,,"RADNOR, AVENUE 24 ",5100,60000,58000,5100,61000,59000,,"20,700"
06,099,,TUL,,6.148,,AVENUE 48,5100,61000,59000,4600,55000,53000,,"20,700"
06,099,,TUL,,9.712,,AVENUE 76,4250,50000,49000,4250,50000,49000,,"20,700"
06,099,,TUL,,12.297,,AVENUE 96/PARK DRIVE,4300,51000,49500,4000,49000,46000,,"20,700"
06,099,,TUL,,12.804,,"PIXLEY, AVENUE 100 ",4000,49500,46000,4100,49500,47000,,"20,700"
06,099,,TUL,,13.330,,AVENUE 104,4100,49500,47000,4200,52000,48500,,"20,700"
06,099,,TUL,,15.367,,AVENUE 120,4200,52000,48500,4350,53000,50000,,"20,700"
06,099,,TUL,,18.429,,"TIPTON, JCT. RTE. 190 EAST",4350,53000,50000,4550,55000,52000,,"20,700"
06,099,,TUL,,19.463,,"TIPTON, AVENUE 152 ",4550,55000,52000,4700,58000,54000,,"20,700"
06,099,,TUL,,23.489,,AVENUE 184,4700,57000,54000,4750,59000,56000,,"20,700"
06,099,,TUL,,25.433,,AVENUE 200,4750,59000,56000,4800,60000,57000,,"20,700"
06,099,,TUL,,27.600,,PAIGE ROAD (AVENUE 216),4800,61000,57000,4900,61000,58000,,"20,700"
06,099,,TUL,,28.605,,"TULARE, BARDSLEY AVENUE ",4900,61000,58000,5300,66000,62000,,"20,700"
06,099,,TUL,,29.568,,"TULARE, JCT. RTE. 137",5300,66000,62000,5500,68000,65000,,"20,700"
06,099,,TUL,,30.578,,PROSPERITY AVENUE,5500,68000,65000,5100,63000,60000,,"20,700"
06,099,,TUL,,31.849,,CARTMILL RD OC,5100,63000,60000,5100,63000,60000,,"20,700"
06,099,,TUL,,33.222,,SOUTH TAGUS ,5100,63000,60000,5600,68000,66000,,"20,700"
06,099,,TUL,,33.942,,TAGUS (AVENUE 264),5600,68000,66000,5800,71000,68000,,"20,700"
06,099,,TUL,,36.411,,CALDWELL AVENUE (AVENUE 280),5800,71000,68000,6000,73000,70000,,"20,700"
06,099,,TUL,R,38.714,,"VISALIA, JCT. RTE. 198",6000,73000,70000,5900,70000,68000,,"29,830"
06,099,,TUL,,40.790,,GOSHEN,5600,68000,64000,5600,66000,64000,,"31,390"
06,099,,TUL,,48.710,,TRAVER ,5600,66000,64000,5700,67000,65000,,"31,390"
06,099,,TUL,,51.806,,DODGE AVENUE,5700,67000,65000,6000,70000,68000,,"31,390"
06,099,,TUL,R,53.822,,MENDOCINO AVENUE,6000,70000,68000,5700,68000,66000,,"35,200"
06,099,,TUL,R,53.939,,TULARE/FRESNO COUNTY LINE,5700,68000,66000,0,0,0,,"35,200"
06,099,,FRE,R,0,,TULARE/FRESNO COUNTY LINE,0,0,0,5700,68000,66000,,"35,700"
06,099,,FRE,R,0.951,,"KINGSBURG, JCT. RTE. 201 EAST",5700,68000,66000,5800,70000,68000,,"35,700"
06,099,,FRE,R,2.058,,BETHEL AVENUE ,5800,70000,68000,6000,73000,70000,,"35,700"
06,099,,FRE,R,3.742,,MOUNTAIN VIEW AVENUE ,6000,73000,70000,6700,81000,78000,,"35,700"
06,099,,FRE,R,5.321,,"SELMA, SECOND STREET ",6700,81000,78000,7000,85000,80000,,"35,700"
06,099,,FRE,,6.431,,JCT. RTE. 43 SOUTH,7000,85000,80000,8000,96000,93000,,"37,900"
06,099,,FRE,,9.164,,MANNING AVENUE,8000,96000,93000,9000,107000,104000,,"37,900"
06,099,,FRE,,11.098,,"FOWLER, MERCED STREET",9000,107000,104000,9200,109000,105000,,"37,900"
06,099,,FRE,,11.836,,ADAMS AVENUE,9200,109000,105000,9400,111000,107000,,"37,900"
06,099,,FRE,,12.404,,CLOVIS AVENUE ,9400,111000,107000,8500,101000,97000,,"37,900"
06,099,,FRE,,14.512,,AMERICAN AVENUE ,8500,101000,97000,8900,105000,101000,,"37,900"
06,099,,FRE,,15.491,,CHESTNUT AVENUE,8900,105000,101000,8200,96000,93000,,"37,900"
06,099,,FRE,,15.864,,CENTRAL AVENUE ,8200,96000,93000,9200,109000,105000,,"37,900"
06,099,,FRE,,16.925,,CEDAR AVENUE ,9200,109000,105000,8700,104000,99000,,"37,900"
06,099,,FRE,,17.255,,"FRESNO, NORTH AVENUE",8700,104000,99000,9600,114000,110000,,"37,900"
06,099,,FRE,,18.544,,"FRESNO, JENSEN AVENUE",9600,114000,110000,10500,124000,120000,,"37,900"
06,099,,FRE,,19.290,,"FRESNO, NORTH JCT. RTE. 41",10500,124000,120000,6300,77000,74000,,"37,900"
06,099,,FRE,,20.190,,"FRESNO, VENTURA STREET",6300,77000,74000,7500,93000,88000,,"37,900"
06,099,,FRE,,20.737,,"FRESNO, FRESNO STREET ",7500,93000,88000,7900,96000,92000,,"37,900"
06,099,,FRE,,21.012,,"FRESNO, STANISLAUS STREET",7900,96000,92000,9300,109000,105000,,"37,900"
06,099,,FRE,,22.160,,JCT. RTE. 180S,9300,109000,105000,12900,148000,143000,,"37,900"
06,099,,FRE,,22.735,,"FRESNO, BELMONT AVENUE ",12900,148000,143000,12400,143000,136000,,"37,900"
06,099,,FRE,,23.304,,"FRESNO, OLIVE AVENUE",12400,143000,136000,11900,138000,134000,,"37,900"
06,099,,FRE,,23.852,,MC KINLEY AVENUE ,11900,138000,134000,11200,131000,126000,,"37,900"
06,099,,FRE,,24.416,,"FRESNO, CLINTON AVENUE",11200,131000,126000,9500,116000,112000,,"37,900"
06,099,,FRE,,25,,"FRESNO, SHIELDS AVENUE",9500,116000,112000,8600,113000,108000,,"37,900"
06,099,,FRE,,26.224,,DAKOTA AVENUE,8600,113000,108000,8700,114000,109000,,"37,900"
06,099,,FRE,,26.554,,ASHLAN AVENUE ,7200,94000,90000,6500,86000,82000,,"37,900"
06,099,,FRE,,28.102,,SHAW AVENUE,6500,86000,82000,6300,82000,79000,,"37,900"
06,099,,FRE,,30.988,,HERNDON AVENUE,6300,82000,79000,6600,85000,82000,,"37,900"
06,099,,FRE,,31.609,,FRESNO/MADERA COUNTY LINE,6600,85000,82000,0,0,0,,"37,900"
06,099,,MAD,,0,,FRESNO/MADERA COUNTY LINE,0,0,0,6600,85000,82000,,"49,200"
06,099,,MAD,R,0.989,,AVENUE 7 (RIPPERDAN AVENUE),6600,85000,82000,5800,77000,74000,,"49,400"
06,099,,MAD,R,3.564,,AVENUE 9 ,5800,77000,74000,6400,84000,81000,,"49,900"
06,099,,MAD,R,7.463,,AVENUE 12,6400,84000,81000,6400,84000,82000,,"50,800"
06,099,,MAD,,9.490,,GATEWAY DRIVE,6400,84000,82000,5900,80000,77000,,"51,500"
06,099,,MAD,,10.268,,"MADERA, JCT. RTE. 145",5900,80000,77000,6500,88000,83000,,"51,500"
06,099,,MAD,,11.009,,"MADERA, WEST FOURTH STREET ",6500,88000,83000,5900,81000,76000,,"51,500"
06,099,,MAD,,11.180,,"MADERA, SECOND STREET",5900,81000,76000,6600,88000,84000,,"51,500"
06,099,,MAD,,12.125,,"MADERA, CLEVELAND AVENUE ",6600,88000,84000,5900,78000,76000,,"51,500"
06,099,,MAD,,12.752,,"MADERA, AVENUE 16",5900,78000,76000,6500,83000,81000,,"51,500"
06,099,,MAD,R,14.222,,AVENUE 17 ,6500,83000,81000,6200,81000,78000,,"54,528"
06,099,,MAD,R,16.331,,AVENUE 18 1/2 ,6200,81000,78000,6200,81000,78000,,"54,620"
06,099,,MAD,R,18.680,,AVENUE 20 ,6200,81000,78000,6100,81000,76000,,"54,930"
06,099,,MAD,,20.874,,AVENUE 21 1/2,6200,81000,76000,6200,82000,76000,,"55,325"
06,099,,MAD,,22.727,,"CALIFA, JCT. RTE. 152 WEST",6200,82000,76000,3900,51000,50000,,"55,325"
06,099,,MAD,,23.770,,AVENUE 24 ,3900,51000,50000,4000,52000,51000,,"55,325"
06,099,,MAD,,24.430,,AVENUE 24 1/2,4000,52000,51000,4000,52000,51000,,"55,325"
06,099,,MAD,,26.576,,JCT. RTE. 233 WEST,4000,52000,51000,3650,48500,47500,,"55,325"
06,099,,MAD,,28.167,,MINTURN ROAD,3650,48500,47500,3650,48500,47500,,"55,325"
06,099,,MAD,,29.359,,MADERA/MERCED COUNTY LINE,3700,48000,47500,0,0,0,,"55,325"
10,099,,MER,,0,,MADERA/MERCED COUNTY LINE,0,0,0,3500,44000,41000,,"58,900"
10,099,,MER,R,6.852,,LE GRAND ROAD,3500,44000,41000,4100,44000,40000,,"58,950"
10,099,,MER,,13.094,,"MERCED, CHILDS AVENUE",4100,44000,40000,4200,48500,42500,,"63,108"
10,099,,MER,,13.861,,"MERCED, JCT. RTE. 140 EAST",4350,50000,44000,3750,44000,42500,,"63,108"
10,099,,MER,,14.411,,"MERCED, G STREET",4500,53000,51000,4600,54000,52000,,"63,108"
10,099,,MER,,14.686,,"MERCED, JCT. RTE. 59 SOUTH",4200,49500,47500,4050,47500,46000,,"63,108"
10,099,,MER,,15.416,,"MERCED, R STREET",3900,45500,44000,4800,54000,51000,,"63,108"
10,099,,MER,,15.799,,"MERCED, JCT. RTE. 140 WEST; JCT. RTE. 59 NORTH",4450,54000,51000,4950,64300,57700,,"63,108"
10,099,,MER,,16.538,,"MERCED, WEST MERCED OHD, ATWATER BLVD",4600,57000,54000,5400,66000,56000,,"63,108"
10,099,,MER,,16.980,,16TH STREET,5400,66000,56000,5800,64000,59000,,"63,108"
10,099,,MER,,20.521,,BUHACH ROAD,5800,64000,59000,5000,58000,49000,,"63,108"
10,099,,MER,,21.612,,EAST ATWATER BOULEVARD,5000,58000,49000,4900,55000,52000,,"63,108"
10,099,,MER,,22.755,,"ATWATER, APPLEGATE ROAD",4900,55000,52000,4950,57000,53000,,"63,108"
10,099,,MER,,23.462,,"ATWATER, WEST ATWATER BOULEVARD",4950,57000,53000,4950,58000,54000,,"63,108"
10,099,,MER,R,29.001,,"LIVINGSTON,HAMMATT AVENUE",5800,65000,60000,5600,63000,61000,,"68,000"
10,099,,MER,R,30.379,,WINTON PARKWAY,5700,64000,62000,5500,62000,60000,,"68,000"
10,099,,MER,R,31.926,,COLLIER ROAD,6300,71000,68000,5700,76000,73000,,"68,000"
10,099,,MER,R,34.429,,SHANKS ROAD,5300,77000,72400,5500,77000,74500,,"72,760"
10,099,,MER,R,36.343,,GOLDEN STATE BOULEVARD,5100,64000,61000,5300,64000,62000,,"73,700"
10,099,,MER,R,37.302,,MERCED/STANISLAUS COUNTY LINE,5300,67000,65000,0,0,0,,"73,800"
10,099,,STA,R,0,,MERCED/STANISLAUS COUNTY LINE,0,0,0,5300,64000,62000,,"74,010"
10,099,,STA,R,1.626,,"JCT. RTE. 165 SOUTH, LANDER AVENUE",5300,64000,60000,7300,77000,72000,,"74,010"
10,099,,STA,R,3.450,,"TURLOCK, WEST MAIN STREET",7300,77000,72000,8200,87000,83000,,"74,010"
10,099,,STA,R,4.540,,"TURLOCK, FULKERTH ROAD",8200,87000,83000,7700,81000,75000,,"74,010"
